title,Description,Room Categories,Item Categories,Item Attributes,Price,Sku,URL,Image URLs,Brand,Color,Retailer,Width,Height,Depth
"Hourra - Twin Platform Bed with Open Storage, Gray *D","OPEN STORAGE: During assembly, you get to choose which side you want to have the 3 open spaces that can go on either side of this bed! Your little one can put notebooks, books for reading, or even a pencil case in these spaces.SPACE SAVER: With the Hourra platform bed, you can make sure that your child’s bedroom is 100% maximized. You’ll be able to take advantage of the precious space that is hidden under the bed, otherwise unused.OPTIONAL BOX SPRING: No need to buy a box spring with this bed base, which is comfortable and practical. All you have to do is put your mattress on it—and it’s ready to use.CONTEMPORARY TREND: Choose more discreet, minimalist furniture that’ll look amazing in your little one’s room. The simpler contemporary style means you can have fun with accessories!5-YEAR LIMITED WARRANTY: South Shore is proud to stand behind this platform bed with open storage with an exclusive 5-year limited warranty. Shop with confidence knowing your purchase is always covered.EASY ASSEMBLY INSTRUCTIONS: All products come with a clear assembly document that will guide you through all steps. If you have any questions during the assembly do not hesitate to contact South Shore Furniture for immediate support.This item is shipped in 1 box, make sure to have a friend with youWipe with a dry cloth",Bedroom Furniture,Kids Bedroom Furniture,Composite,369,13986,https://www.afw.com/hourra-twin-platform-bed-with-open-storage-gray,"https://images.afw.com/images/thumbs/0171520_13986_1.jpg_100.jpeg,https://images.afw.com/images/thumbs/0171528_13986_2.jpg_100.jpeg,https://images.afw.com/images/thumbs/0171530_13986_3.jpg_100.jpeg,https://images.afw.com/images/thumbs/0171522_13986_10.jpg_100.jpeg,https://images.afw.com/images/thumbs/0171523_13986_9.jpg_100.jpeg,https://images.afw.com/images/thumbs/0171526_13986_6.jpg_100.jpeg,https://images.afw.com/images/thumbs/0171529_13986_5.jpg_100.jpeg,https://images.afw.com/images/thumbs/0171524_13986_11.jpg_100.jpeg,https://images.afw.com/images/thumbs/0171527_13986_4.jpg_100.jpeg,https://images.afw.com/images/thumbs/0171525_13986_7.jpg_100.jpeg,https://images.afw.com/images/thumbs/0171521_13986_8.jpg_100.jpeg",American Furniture Warehouse,Gray,afw.com,41,13.5,76.75
"Cotton Candy - 3-Drawer Dresser, Two-Tone *D","TRANSITIONAL LOOK: add personality and a vintage atmosphere to your little sweetheart's bedroom with this dresser, which stands out because of its drop ring pull handles and natural wicker baskets.THREE LARGE DRAWERS: the three large drawers of this dresser can be used as storage for your child's clothes, pajamas, or even blankets. Also, they’re mounted on metal slides, so they’re sturdier and a pleasure to use.WICKER BASKETS: this dresser comes with two large wicker baskets (Basket dimensions: 14'' W x 11 ¼'' D x 11 ¾"" H)! They add a charming look to the piece, while letting you keep accessories or toys within easy reach. You can also remove them from the dresser and take them anywhere you want in the room!5-YEAR LIMITED WARRANTY: South Shore is proud to stand behind this 3-drawer dresser with baskets with an exclusive 5-year limited warranty. Shop with confidence knowing your purchase is always covered.EASY ASSEMBLY INSTRUCTIONS: All products come with a clear assembly document that will guide you through all steps. If you have any questions during the assembly do not hesitate to contact South Shore Furniture for immediate support.This item is shipped in 1 box, make sure to have a friend with youClean with a dry cloth",Bedroom Furniture,Kids Bedroom Furniture,Composite,349,12896,https://www.afw.com/cotton-candy-3-drawer-dresser-two-tone-d,"https://images.afw.com/images/thumbs/0163983_12896_1.jpg_100.jpeg,https://images.afw.com/images/thumbs/0163995_12896_2.jpg_100.jpeg,https://images.afw.com/images/thumbs/0163991_12896_3.jpg_100.jpeg,https://images.afw.com/images/thumbs/0163990_12896_4.jpg_100.jpeg,https://images.afw.com/images/thumbs/0163992_12896_5.jpg_100.jpeg,https://images.afw.com/images/thumbs/0163993_12896_6.jpg_100.jpeg,https://images.afw.com/images/thumbs/0163988_12896_7.jpg_100.jpeg,https://images.afw.com/images/thumbs/0163989_12896_8.jpg_100.jpeg,https://images.afw.com/images/thumbs/0163986_12896_13.jpg_100.jpeg,https://images.afw.com/images/thumbs/0163994_12896_9.jpg_100.jpeg,https://images.afw.com/images/thumbs/0163984_12896_10.jpg_100.jpeg,https://images.afw.com/images/thumbs/0163987_12896_11.jpg_100.jpeg,https://images.afw.com/images/thumbs/0163985_12896_12.jpg_100.jpeg",American Furniture Warehouse,White,afw.com,45.75,32.5,19.5
"Hourra - Platform Bed with Open Storage, Two Tone *D","OPEN STORAGE: During assembly, you get to choose which side you want to have the 3 open spaces that can go on either side of this bed! Your little one can put notebooks, books for reading, or even a pencil case in these spaces.SPACE SAVER: With the Hourra Platform Bed, you can make sure that your child’s bedroom is 100% maximized. You’ll be able to take advantage of the precious space that is hidden under the bed, otherwise unused.OPTIONAL BOX SPRING: No need to buy a box spring with this bed base, which is comfortable and practical. All you have to do is put your mattress on it—and it’s ready to use.CONTEMPORARY TREND: Choose more discreet, minimalist furniture that’ll look amazing in your little one’s room. The simpler contemporary style means you can have fun with accessories!5-YEAR LIMITED WARRANTY: South Shore is proud to stand behind this platform bed with open storage with an exclusive 5-year limited warranty. Shop with confidence knowing your purchase is always covered.EASY ASSEMBLY INSTRUCTIONS: All products come with a clear assembly document that will guide you through all steps. If you have any questions during the assembly do not hesitate to contact South Shore Furniture for immediate support.This item is shipped in 1 box, make sure to have a friend with youWipe with a dry cloth",Bedroom Furniture,Kids Bedroom Furniture,Composite,369,13981,https://www.afw.com/hourra-platform-bed-with-open-storage-two-tone,"https://images.afw.com/images/thumbs/0171531_13981_1.jpg_100.jpeg,https://images.afw.com/images/thumbs/0171532_13981_10.jpg_100.jpeg,https://images.afw.com/images/thumbs/0171533_13981_6.jpg_100.jpeg,https://images.afw.com/images/thumbs/0171534_13981_3.jpg_100.jpeg,https://images.afw.com/images/thumbs/0171535_13981_2.jpg_100.jpeg,https://images.afw.com/images/thumbs/0171536_13981_5.jpg_100.jpeg,https://images.afw.com/images/thumbs/0171537_13981_4.jpg_100.jpeg,https://images.afw.com/images/thumbs/0171538_13981_11.jpg_100.jpeg,https://images.afw.com/images/thumbs/0171539_13981_8.jpg_100.jpeg,https://images.afw.com/images/thumbs/0171540_13981_7.jpg_100.jpeg",American Furniture Warehouse,Light Wood,afw.com,41,13.5,76.75
"Ulysses - Bookcase Headboard, Winter Oak *D","CLEAN AND TIMELESS STYLE: This traditional bookcase headboard blends style and functionality in a simple and elegant piece of bedroom furniture. It'll enhance your kid's bedroom decor!AMPLE STORAGE: Providing 3 open storage spaces covered by sliding doors and a top shelf within easy reach. You'll be able to store books and electronics.HOLE TO HIDE CORDS: Hide your cables and cords with a small hole in the back panel. You'll keep a neat and clean environment.5-YEAR LIMITED WARRANTY: South Shore is proud to stand behind this bookcase headboard with doors with an exclusive 5-year limited warranty. Shop with confidence knowing your purchase is always covered.EASY ASSEMBLY INSTRUCTIONS: All products come with a clear assembly document that will guide you through all steps. If you have any questions during the assembly do not hesitate to contact South Shore Furniture for immediate support.This item is shipped in 1 box, make sure to have a friend with youWipe with a dry cloth",Bedroom Furniture,Kids Bedroom Furniture,Composite,269,14501,https://www.afw.com/ulysses-bookcase-headboard-winter-oak-d-2,"https://images.afw.com/images/thumbs/0159393_14501_1.jpg_100.jpeg,https://images.afw.com/images/thumbs/0159401_14501_2.jpg_100.jpeg,https://images.afw.com/images/thumbs/0159396_14501_3.jpg_100.jpeg,https://images.afw.com/images/thumbs/0159397_14501_4.jpg_100.jpeg,https://images.afw.com/images/thumbs/0159399_14501_5.jpg_100.jpeg,https://images.afw.com/images/thumbs/0159398_14501_6.jpg_100.jpeg,https://images.afw.com/images/thumbs/0159394_14501_7.jpg_100.jpeg,https://images.afw.com/images/thumbs/0159403_14501_8.jpg_100.jpeg,https://images.afw.com/images/thumbs/0159395_14501_9.jpg_100.jpeg,https://images.afw.com/images/thumbs/0159402_14501_11.jpg_100.jpeg,https://images.afw.com/images/thumbs/0159400_14501_12.jpg_100.jpeg",American Furniture Warehouse,White,afw.com,58.25,40.25,9.5
"Sweedi - Transition Wooden House Bed, White *D","SCANDINAVIAN TRANSITION BED: Both kids and adults will love the clean lines and natural look of this transition bed. It’s sure to have an impact in the nursery.HOUSE BED BUILT OF PINE: This bed, made from solid wood, is safe for your little one. It’s more than just a decorative piece – it’s also a very functional bed that’ll keep baby calm during this major change.ADAPTED TO BABY’S MATTRESS: No need to buy a new mattress – just use the one you had in baby’s crib. All you need to do is put it straight on the floor… and you’re good to go.REMOVABLE CROSSBAR: One of the crossbars can be removed so you can play with your kids without hitting your head. The sturdiness of the furniture won't be affected in any way.1-YEAR LIMITED WARRANTY: South Shore is proud to stand behind this transition wooden house bed with an exclusive 1-year limited warranty. Shop with confidence knowing your purchase is always covered.EASY ASSEMBLY INSTRUCTIONS: All products come with a clear assembly document that will guide you through all steps. If you have any questions during the assembly do not hesitate to contact South Shore Furniture for immediate support.This item it shipped in 1 boxSpot clean with damp cloth",Bedroom Furniture,Kids Bedroom Furniture,Wood,249,13701,https://www.afw.com/sweedi-transition-wooden-house-bed-white-d,"https://images.afw.com/images/thumbs/0171791_13701_1.jpg_100.jpeg,https://images.afw.com/images/thumbs/0171792_13701_11.jpg_100.jpeg,https://images.afw.com/images/thumbs/0171793_13701_6.jpg_100.jpeg,https://images.afw.com/images/thumbs/0171794_13701_3.jpg_100.jpeg,https://images.afw.com/images/thumbs/0171795_13701_2.jpg_100.jpeg,https://images.afw.com/images/thumbs/0171796_13701_12.jpg_100.jpeg,https://images.afw.com/images/thumbs/0171797_13701_4.jpg_100.jpeg,https://images.afw.com/images/thumbs/0171798_13701_7.jpg_100.jpeg,https://images.afw.com/images/thumbs/0171799_13701_9.jpg_100.jpeg,https://images.afw.com/images/thumbs/0171800_13701_8.jpg_100.jpeg,https://images.afw.com/images/thumbs/0171801_13701_10.jpg_100.jpeg",American Furniture Warehouse,White,afw.com,31,49.25,55
"Fynn - 6-Drawer Double Dresser, Winter Oak* D","ASYMMETRIC & TRENDY DESIGN: This 6-drawer double dresser offers tall and sleek legs, detailed grid lines, and asymmetric design.VALUABLE STORAGE: Featuring metal drawer slides, these spacious 6 drawers open smoothly allowing you quick and easy access to your belongings.FITS EVERYWHERE: The double dresser features contemporary design, stylish metal handles, and clean lines that will blend with any bedroom or living room décor or furniture.5-YEAR LIMITED WARRANTY: South Shore is proud to stand behind this 6-drawer double dresser with an exclusive 5-year limited warranty. Shop with confidence knowing your purchase is always covered.EASY ASSEMBLY INSTRUCTIONS: All products come with a clear assembly document that will guide you through all steps. If you have any questions during the assembly do not hesitate to contact South Shore Furniture for immediate support.This item is shipped in 1 box, make sure to have a friend with youClean with a dry cloth",Bedroom Furniture,Kids Bedroom Furniture,Composite,339,11950,https://www.afw.com/fynn-6-drawer-double-dresser-winter-oak-d,"https://images.afw.com/images/thumbs/0157315_11950_1.jpg_100.jpeg,https://images.afw.com/images/thumbs/0157321_11950_10.jpg_100.jpeg,https://images.afw.com/images/thumbs/0157320_11950_2.jpg_100.jpeg,https://images.afw.com/images/thumbs/0157318_11950_3.jpg_100.jpeg,https://images.afw.com/images/thumbs/0157317_11950_4.jpg_100.jpeg,https://images.afw.com/images/thumbs/0157316_11950_5.jpg_100.jpeg,https://images.afw.com/images/thumbs/0157319_11950_6.jpg_100.jpeg,https://images.afw.com/images/thumbs/0157322_11950_7.jpg_100.jpeg,https://images.afw.com/images/thumbs/0157324_11950_8.jpg_100.jpeg,https://images.afw.com/images/thumbs/0157323_11950_9.jpg_100.jpeg",American Furniture Warehouse,Light Wood,afw.com,54.5,31.25,18.25
"Hourra - 5-Drawer Chest, Gray Oak *D","5 DRAWER CHEST: So youtmll finally have space for your childtms entire wardrobe! The 5 spacious drawers in this chest are great for t-shirts, skirts, overalls, pants¦absolutely everything will find a home!NICELY SIZED: Save space in the bedroom when you choose a piece thattms built tall instead of long. It wontmt take up too much floor space in your kidtms room.CONTEMPORARY LOOK: The neutral but evolving look is very trendy for a kidtms room today¦ and the sleek, Contemporary, unisex style of this chest fits perfectly with this trend. The straight lines and handles will look great through the years!METAL SLIDES: Every drawer in this chest is mounted on strong metal slides, so ittms a joy to use every day.5-YEAR LIMITED WARRANTY: South Shore is proud to stand behind this 5-drawer chest with an exclusive 5-year limited warranty. Shop with confidence knowing your purchase is always covered.EASY ASSEMBLY INSTRUCTIONS: All products come with a clear assembly document that will guide you through all steps. If you have any questions during the assembly do not hesitate to contact South Shore Furniture for immediate support.This item is shipped in 1 box, make sure to have a friend with youWipe with a dry cloth",Bedroom Furniture,Kids Bedroom Furniture,Composite,299,13987,https://www.afw.com/hourra-5-drawer-chest-gray-oak-d,"https://images.afw.com/images/thumbs/0171629_13987_1.jpg_100.jpeg,https://images.afw.com/images/thumbs/0171630_13987_6.jpg_100.jpeg,https://images.afw.com/images/thumbs/0171631_13987_7.jpg_100.jpeg,https://images.afw.com/images/thumbs/0171632_13987_3.jpg_100.jpeg,https://images.afw.com/images/thumbs/0171633_13987_2.jpg_100.jpeg,https://images.afw.com/images/thumbs/0171634_13987_8.jpg_100.jpeg,https://images.afw.com/images/thumbs/0171635_13987_5.jpg_100.jpeg,https://images.afw.com/images/thumbs/0171636_13987_4.jpg_100.jpeg,https://images.afw.com/images/thumbs/0171637_13987_12.jpg_100.jpeg,https://images.afw.com/images/thumbs/0171638_13987_11.jpg_100.jpeg,https://images.afw.com/images/thumbs/0171639_13987_10.jpg_100.jpeg,https://images.afw.com/images/thumbs/0171640_13987_9.jpg_100.jpeg",American Furniture Warehouse,Gray,afw.com,29,46.75,18.25
"Angel - Changing Table, Soft Gray *D",Easy-access open storage space2 practical drawers with metal slidesRounded contours and a secure front panel for increased safetyMetal knobs in an Old Iron finishPerfect for babies up to 30 lbMade in North America with non-toxic laminated particleboardClean with a dry clothRequires complete assembly by 2 adults (tools not included)Meets or exceeds all North American safety standardsChanging pad and accessories not included,Bedroom Furniture,Kids Bedroom Furniture,Wood,289,10231-SS,https://www.afw.com/angel-changing-table-soft-gray-d,"https://images.afw.com/images/thumbs/0161816_10231_1.jpg_100.jpeg,https://images.afw.com/images/thumbs/0161819_10231_2.jpg_100.jpeg,https://images.afw.com/images/thumbs/0161821_10231_3.jpg_100.jpeg,https://images.afw.com/images/thumbs/0161817_10231_4.jpg_100.jpeg,https://images.afw.com/images/thumbs/0161818_10231_5.jpg_100.jpeg,https://images.afw.com/images/thumbs/0161822_10231_6.jpg_100.jpeg,https://images.afw.com/images/thumbs/0161820_10231_7.jpg_100.jpeg,https://images.afw.com/images/thumbs/0161823_10231_8.jpg_100.jpeg,https://images.afw.com/images/thumbs/0161824_10231_9.jpg_100.jpeg",American Furniture Warehouse,White,afw.com,32.25,39,16.5
"Bebble - Twin Loft Bed with Desk, Two-Tone *D","IDEAL FOR MAXIMIZING SPACE: this loft bed is what you need if you want to save space. The loft bed comes with a pull-out desk for homework or drawing that’s easy to tuck underneath. It has two open spaces to store all the equipment your child needs. And no need to fret when moving the desk – nothing will fall off! We’ve added ledges to the open spaces, to keep everything in place.SCANDINAVIAN STYLE: this superb Scandinavian bed, with its mix of wood and MDF and its minimalist lines, will add some charm to your child's room. We also like its angled ladder and the openings on the edge of the bed, which give it clean, natural look that’s even more original.STURDY STRUCTURE: you can be sure your child will be safe in this bed. It’s a slatted loft bed made from wood and MDF, for added strength. The edges are also very high, which will help any child stay in place – even one who’s used to moving around while sleeping. We recommend a mattress that’s a maximum of 9 inches.1-YEAR LIMITED WARRANTY: South Shore is proud to stand behind this loft bed with desk with an exclusive 1-year limited warranty. Shop with confidence knowing your purchase is always covered.EASY ASSEMBLY INSTRUCTIONS: All products come with a clear assembly document that will guide you through all steps. If you have any questions during the assembly do not hesitate to contact South Shore Furniture for immediate support.This item is shipped in 2 boxes, make sure to have a friend with youClean with a dry cloth",Bedroom Furniture,Kids Bedroom Furniture,Wood,669,13211,https://www.afw.com/bebble-twin-loft-bed-with-desk-two-tone-d,"https://images.afw.com/images/thumbs/0164218_13211_1.jpg_100.jpeg,https://images.afw.com/images/thumbs/0164219_13211_21.jpg_100.jpeg,https://images.afw.com/images/thumbs/0164222_13211_16.jpg_100.jpeg,https://images.afw.com/images/thumbs/0164225_13211_22.jpg_100.jpeg,https://images.afw.com/images/thumbs/0164226_13211_15.jpg_100.jpeg,https://images.afw.com/images/thumbs/0164227_13211_14.jpg_100.jpeg,https://images.afw.com/images/thumbs/0164228_13211_13.jpg_100.jpeg,https://images.afw.com/images/thumbs/0164229_13211_12.jpg_100.jpeg,https://images.afw.com/images/thumbs/0164230_13211_11.jpg_100.jpeg,https://images.afw.com/images/thumbs/0164231_13211_10.jpg_100.jpeg,https://images.afw.com/images/thumbs/0164232_13211_8.jpg_100.jpeg,https://images.afw.com/images/thumbs/0164233_13211_7.jpg_100.jpeg,https://images.afw.com/images/thumbs/0164234_13211_6.jpg_100.jpeg,https://images.afw.com/images/thumbs/0164235_13211_9.jpg_100.jpeg,https://images.afw.com/images/thumbs/0164236_13211_5.jpg_100.jpeg,https://images.afw.com/images/thumbs/0164238_13211_3.jpg_100.jpeg,https://images.afw.com/images/thumbs/0164239_13211_2.jpg_100.jpeg,https://images.afw.com/images/thumbs/0164237_13211_4.jpg_100.jpeg,https://images.afw.com/images/thumbs/0164240_13211_23.jpg_100.jpeg,https://images.afw.com/images/thumbs/0164221_13211_17.jpg_100.jpeg,https://images.afw.com/images/thumbs/0164220_13211_19.jpg_100.jpeg,https://images.afw.com/images/thumbs/0164224_13211_18.jpg_100.jpeg,https://images.afw.com/images/thumbs/0164223_13211_20.jpg_100.jpeg",American Furniture Warehouse,White,afw.com,42.25,45,78.5
"Prairie - 2-Drawer NightStand, Gray Maple *D","USEFUL TOP SURFACE: The top surface is great for putting down your book and glasses before you fall asleep. You can also add a light for ambiance.2 DRAWERS: Organize your lighter clothes in the two large drawers of this night stand. They’re mounted on metal slides, which makes them a joy to open and close.TRENDY FARMHOUSE STYLE: Choose a gentle, down-home style for your bedroom. The Farmhouse accents – for example, framed drawers and beautiful metal handles – are what set this table apart. It has a whole lot of charm!5-YEAR LIMITED WARRANTY: South Shore is proud to stand behind this 2-drawer nightstand with an exclusive 5-year limited warranty. Shop with confidence knowing your purchase is always covered.EASY ASSEMBLY INSTRUCTIONS: All products come with a clear assembly document that will guide you through all steps. If you have any questions during the assembly do not hesitate to contact South Shore Furniture for immediate support.This item it shipped in 1 boxWipe with a dry cloth",Bedroom Furniture,Nightstands,,209,14316,https://www.afw.com/prairie-2-drawer-nightstand-gray-maple-d,"https://images.afw.com/images/thumbs/0163427_14316_1.jpg_100.jpeg,https://images.afw.com/images/thumbs/0163435_14316_2.jpg_100.jpeg,https://images.afw.com/images/thumbs/0163437_14316_3.jpg_100.jpeg,https://images.afw.com/images/thumbs/0163438_14316_5.jpg_100.jpeg,https://images.afw.com/images/thumbs/0163431_14316_6.jpg_100.jpeg,https://images.afw.com/images/thumbs/0163430_14316_7.jpg_100.jpeg,https://images.afw.com/images/thumbs/0163432_14316_8.jpg_100.jpeg,https://images.afw.com/images/thumbs/0163433_14316_9.jpg_100.jpeg,https://images.afw.com/images/thumbs/0163434_14316_4.jpg_100.jpeg,https://images.afw.com/images/thumbs/0163429_14316_10.jpg_100.jpeg,https://images.afw.com/images/thumbs/0163428_14316_11.jpg_100.jpeg,https://images.afw.com/images/thumbs/0163436_14316_12.jpg_100.jpeg",American Furniture Warehouse,Gray,afw.com,23,25,17
"Hype - 2-Drawer Nightstand, Two-Tone *D","ADDITIONAL STORAGE: Add some storage to your bedroom with this nightstand, which has two drawers on metal slides to keep all your socks, underwear, tights, and other small accessories out of sight.PRACTICAL SURFACE: This nightstand, placed next to your bed, is great for keeping essentials – like your book and cellphone – close to you. You can also add a cute lamp that’ll change the mood in your room and give you the light you need for reading before you fall asleep.A VERSATILE SIDE TABLE: This side table can be useful in the master bedroom, a teen’s room, or even in the living room next to the sofa. It’s a multi-use piece!AN ELEGANT LOOK: Like sophisticated decors? This nightstand will give your decor the glam touch you’ve always wanted. The small handles and brass legs give it a distinguished, more luxurious style we love.5-YEAR LIMITED WARRANTY: South Shore is proud to stand behind this 2-drawer nightstand with an exclusive 5-year limited warranty. Shop with confidence knowing your purchase is always covered.EASY ASSEMBLY INSTRUCTIONS: All products come with a clear assembly document that will guide you through all steps. If you have any questions during the assembly do not hesitate to contact South Shore Furniture for immediate support.This item it shipped in 1 boxWipe with a dry cloth",Bedroom Furniture,Nightstands,,229,13536,https://www.afw.com/hype-2-drawer-nightstand-two-tone-d,"https://images.afw.com/images/thumbs/0163336_13536_1.jpg_100.jpeg,https://images.afw.com/images/thumbs/0163346_13536_2.jpg_100.jpeg,https://images.afw.com/images/thumbs/0163349_13536_3.jpg_100.jpeg,https://images.afw.com/images/thumbs/0163348_13536_4.jpg_100.jpeg,https://images.afw.com/images/thumbs/0163350_13536_5.jpg_100.jpeg,https://images.afw.com/images/thumbs/0163343_13536_6.jpg_100.jpeg,https://images.afw.com/images/thumbs/0163345_13536_8.jpg_100.jpeg,https://images.afw.com/images/thumbs/0163347_13536_7.jpg_100.jpeg,https://images.afw.com/images/thumbs/0163341_13536_10.jpg_100.jpeg,https://images.afw.com/images/thumbs/0163344_13536_9.jpg_100.jpeg,https://images.afw.com/images/thumbs/0163342_13536_11.jpg_100.jpeg,https://images.afw.com/images/thumbs/0163339_13536_12.jpg_100.jpeg,https://images.afw.com/images/thumbs/0163338_13536_13.jpg_100.jpeg,https://images.afw.com/images/thumbs/0163340_13536_14.jpg_100.jpeg,https://images.afw.com/images/thumbs/0163337_13536_15.jpg_100.jpeg",American Furniture Warehouse,Black,afw.com,19.25,28.5,16.25
"Sweedi - Twin House Bed, Black *D","SLEEK DESIGN: This unique and modern bed frame will add an exciting element of fun to any room.NATURAL WOOD: This open bed frame is made from high quality, natural poplar wood that's sure to make an impression.OPEN & SPACIOUS: This open concept allows for creativity to decorate with any special piece of art, or makes a statement without hiding existing decorVERSATILE DESIGN: You can place your mattress directly on the floor for a more bohemian look (there will be a gap of a few inches between the mattress and the interior face of the bed frame) or setup a bed over a box spring mattress.Made of natural wood which gives the product a unique shade. Over time the color may vary a little bit.Meets or exceeds all North American safety standardsBed, mattress, bedding and other accessories not includedRequires complete assembly by 2 adultsShips in 1 box, make sure to have a friend with youPackaging tested and certified to reduce the risk of damage during shipment1-year limited guarantee.",Bedroom Furniture,Kids Bedroom Furniture,Wood,319,12513-SS,https://www.afw.com/sweedi-house-bed,"https://images.afw.com/images/thumbs/0142327_12513_1.jpg_100.jpeg,https://images.afw.com/images/thumbs/0142330_12513.jpg_100.jpeg,https://images.afw.com/images/thumbs/0142331_12513_2.jpg_100.jpeg,https://images.afw.com/images/thumbs/0142332_12513_3.jpg_100.jpeg,https://images.afw.com/images/thumbs/0142328_12513_4.jpg_100.jpeg,https://images.afw.com/images/thumbs/0142329_12513_5.jpg_100.jpeg,https://images.afw.com/images/thumbs/0142334_12513_9.jpg_100.jpeg,https://images.afw.com/images/thumbs/0142333_12513_Box.jpg_100.jpeg",American Furniture Warehouse,Black,afw.com,44.25,73,82.75
"Ulysses - Twin Mates Bed, Fall Oak* D","AMPLE STORAGE: The reversible bed features 3 drawers down one side, ideal for storing and organizing bedding, clothes or seasonal items in the unused space under the bed.CLEAN & TIMELESS STYLE: This classic bed is ideal for bedrooms and guest rooms as it will match different decor for years to come.STRONG CONSTRUCTION: Placing your mattress directly on top of its sturdy structure allows you to save money on a box spring or foundation.5-YEAR LIMITED WARRANTY: South Shore is proud to stand behind this mates platform storage bed with 3 drawers with an exclusive 5-year limited warranty. Shop with confidence knowing your purchase is always covered.EASY ASSEMBLY INSTRUCTIONS: All products come with a clear assembly document that will guide you through all steps. If you have any questions during the assembly do not hesitate to contact South Shore Furniture for immediate support.This item is shipped in 1 box, make sure to have a friend with youClean with a dry cloth",Bedroom Furniture,Kids Bedroom Furniture,Composite,379,11911,https://www.afw.com/ulysses-twin-mates-bed-with-3-drawers-fall-oak-d,"https://images.afw.com/images/thumbs/0157338_11911_1.jpg_100.jpeg,https://images.afw.com/images/thumbs/0157340_11911_2.jpg_100.jpeg,https://images.afw.com/images/thumbs/0157339_11911_3.jpg_100.jpeg,https://images.afw.com/images/thumbs/0157343_11911_4.jpg_100.jpeg,https://images.afw.com/images/thumbs/0157341_11911_5.jpg_100.jpeg,https://images.afw.com/images/thumbs/0157342_11911_6.jpg_100.jpeg,https://images.afw.com/images/thumbs/0157344_11911_7.jpg_100.jpeg,https://images.afw.com/images/thumbs/0157346_11911_8.jpg_100.jpeg,https://images.afw.com/images/thumbs/0157345_11911_9.jpg_100.jpeg",American Furniture Warehouse,Walnut,afw.com,40.5,14.75,76.5
"Slendel - 2-Drawer Nightstand, Dark Wood *D","MID-CENTURY SCANDINAVIAN TREND: The straight, symmetrical lines of this night stand, in addition to its retro legs, will give your room a truly singular trendy look.METAL SLIDES: No need to struggle with the drawers to get to your personal stuff! The metal slides guarantee a soft, quiet movement at all times.VERSATILE FURNITURE: Whether it is placed in the living room, basement, or in the bedroom, this sidetable will be always useful during your day-to-day life.1-year limited guarantee.",Bedroom Furniture,Nightstands,Composite,199,12667-SS,https://www.afw.com/slendel-nightstand-2,"https://images.afw.com/images/thumbs/0142366_12667_1.jpg_100.jpeg,https://images.afw.com/images/thumbs/0142367_12667.jpg_100.jpeg,https://images.afw.com/images/thumbs/0142370_12667_2.jpg_100.jpeg,https://images.afw.com/images/thumbs/0142373_12667_3.jpg_100.jpeg,https://images.afw.com/images/thumbs/0142368_12667_4.jpg_100.jpeg,https://images.afw.com/images/thumbs/0142371_12667_8.jpg_100.jpeg,https://images.afw.com/images/thumbs/0142374_12667_30.jpg_100.jpeg,https://images.afw.com/images/thumbs/0142375_12667_9.jpg_100.jpeg,https://images.afw.com/images/thumbs/0142369_12667_6.jpg_100.jpeg,https://images.afw.com/images/thumbs/0142372_12667_7.jpg_100.jpeg",American Furniture Warehouse,Brown/Espresso,afw.com,15.75,21.5,20
Twin Panel Bed,"Complete Bed includes frame, Headboard, Footboard, and Slats. Constructed of Pine. Driftwood gray finish. Stain can easily be touched up or refinished with Minwax Classic Gray #271 stain. Customer assembly required if not delivered by AFW. Made in the U.S.A.",Bedroom Furniture,Kids Bedroom Furniture,Wood,298,DW-4124TPBED,https://www.afw.com/twin-panel-bed,"https://images.afw.com/images/thumbs/0146725_DW-4128FPBED_2b4c8_100.jpeg,https://images.afw.com/images/thumbs/0146726_twin-panel-bed_100.jpeg",American Furniture Warehouse,Gray,afw.com,,,
Smithton Sofa Table,"Smithton Sofa Table from Magnussen Home. Constructed of pine wood solids and pine veneer. Dark chocolate finish. Includes one stool, 24""x12""x19"" not sold separatley. 300 lbs. weight limit. Some assembly is required if not delivered by AFW.",Living Room Furniture,Coffee / Side / Accent Tables,Wood,298,T5537S,https://www.afw.com/smithton-sofa-table,"https://images.afw.com/images/thumbs/0176393_T5537S.jpg_100.jpeg,https://images.afw.com/images/thumbs/0176392_T5537S_1.jpg_100.jpeg,https://images.afw.com/images/thumbs/0176388_T5537C_2.jpg_100.jpeg,https://images.afw.com/images/thumbs/0176386_T5537S_2.jpg_100.jpeg",American Furniture Warehouse,Brown/Espresso,afw.com,64,30,16
