title,Description,Room Categories,Item Categories,Item Attributes,Price,Sku,URL,Image URLs,Brand,Color,Retailer,Width,Height,Depth
"Lionel - 2-Drawer Nightstand, Weathered Oak *D","RUSTIC STYLE: You'll adore this elevated charming farmstyle nightstand with clean metal hardware and smooth metal drawer slides.ACCESSIBLE STORAGE: Easily reach for your book, journal or any personal belongings in these two spacious drawers.PERFECT FOR ANY ROOM: This nightstand's versatile look allows it provide function and add style in any room of your home.5-YEAR LIMITED WARRANTY: South Shore is proud to stand behind this 2-drawer nightstand - end table with storage with an exclusive 5-year limited warranty. Shop with confidence knowing your purchase is always covered.EASY ASSEMBLY INSTRUCTIONS: All products come with a clear assembly document that will guide you through all steps. If you have any questions during the assembly do not hesitate to contact South Shore Furniture for immediate support.This item it shipped in 1 boxClean with a dry cloth",Bedroom Furniture,Nightstands,,259,10253-SS,https://www.afw.com/lionel-2-drawer-nightstand-weathered-oak-d,"https://images.afw.com/images/thumbs/0160381_10253_1.jpg_100.jpeg,https://images.afw.com/images/thumbs/0160385_10253_2.jpg_100.jpeg,https://images.afw.com/images/thumbs/0160386_10253_3.jpg_100.jpeg,https://images.afw.com/images/thumbs/0160382_10253_4.jpg_100.jpeg,https://images.afw.com/images/thumbs/0160384_10253_5.jpg_100.jpeg,https://images.afw.com/images/thumbs/0160389_10253_6.jpg_100.jpeg,https://images.afw.com/images/thumbs/0160383_10253_7.jpg_100.jpeg,https://images.afw.com/images/thumbs/0160391_10253_8.jpg_100.jpeg,https://images.afw.com/images/thumbs/0160388_10253_9.jpg_100.jpeg,https://images.afw.com/images/thumbs/0160390_10253_10.jpg_100.jpeg,https://images.afw.com/images/thumbs/0160387_10253_11.jpg_100.jpeg",American Furniture Warehouse,Light Wood,afw.com,22.75,23.25,18.25
"Reevo - Nightstand with Cord Catcher, Black Oak* D","BEDROOM STORAGE: Keep your books, eyeglasses and personal items organized and out of sight at your bedside with this elegant and practical nightstand.CONTEMPORARY STYLE: The bedside nightstand features modern design with clean lines that will blend with any bedroom décor or furniture.LIFESTYLE FURNITURE: The nightstand’s 2 deep drawers are finished with a convenient open storage compartment for books above and an open back with cable grip for easy wire management.5-YEAR LIMITED WARRANTY: South Shore is proud to stand behind this nightstand with drawers and cord catcher with an exclusive 5-year limited warranty. Shop with confidence knowing your purchase is always covered.EASY ASSEMBLY INSTRUCTIONS: All products come with a clear assembly document that will guide you through all steps. If you have any questions during the assembly do not hesitate to contact South Shore Furniture for immediate support.This item it shipped in 1 boxClean with a dry cloth",Bedroom Furniture,Nightstands,Composite,169,10260,https://www.afw.com/reevo-nightstand-with-cord-catcher-black-oak-d,"https://images.afw.com/images/thumbs/0156218_10260_1.jpg_100.jpeg,https://images.afw.com/images/thumbs/0156219_10260_5.jpg_100.jpeg,https://images.afw.com/images/thumbs/0156220_10260_9.jpg_100.jpeg,https://images.afw.com/images/thumbs/0156221_10260_10.jpg_100.jpeg,https://images.afw.com/images/thumbs/0156222_10260_11.jpg_100.jpeg,https://images.afw.com/images/thumbs/0156223_10260_2.jpg_100.jpeg,https://images.afw.com/images/thumbs/0156224_10260_8.jpg_100.jpeg,https://images.afw.com/images/thumbs/0156225_10260_4.jpg_100.jpeg,https://images.afw.com/images/thumbs/0156226_10260_3.jpg_100.jpeg,https://images.afw.com/images/thumbs/0156227_10260_7.jpg_100.jpeg,https://images.afw.com/images/thumbs/0156228_10260_6.jpg_100.jpeg",American Furniture Warehouse,Black,afw.com,22.25,22.5,17
"Tao - 2-Drawer Nightstand, Natural Walnut* D","URBAN STYLE: Featuring clean and modern lines, simply framing, and unique drawer pulls, this nightstand will surely stand out.BEDSIDE STORAGE: Featuring 2 large drawers, this nightstand can fit all your bedside accessories, keeping your space clean and tidy.VERSATILE LOOK: Doubling as an end table, the urban design and strategic lines allow this piece fit in anywhere in your home.5-YEAR LIMITED WARRANTY: South Shore is proud to stand behind this 2-drawer nightstand - end table with storage with an exclusive 5-year limited warranty. Shop with confidence knowing your purchase is always covered.EASY ASSEMBLY INSTRUCTIONS: All products come with a clear assembly document that will guide you through all steps. If you have any questions during the assembly do not hesitate to contact South Shore Furniture for immediate support.This item it shipped in 1 boxClean with a dry cloth",Bedroom Furniture,Nightstands,Composite,189,11938,https://www.afw.com/tao-2-drawer-nightstand-natural-walnut-d,"https://images.afw.com/images/thumbs/0157356_11938_1.jpg_100.jpeg,https://images.afw.com/images/thumbs/0157354_11938_10.jpg_100.jpeg,https://images.afw.com/images/thumbs/0157349_11938_2.jpg_100.jpeg,https://images.afw.com/images/thumbs/0157351_11938_3.jpg_100.jpeg,https://images.afw.com/images/thumbs/0157347_11938_4.jpg_100.jpeg,https://images.afw.com/images/thumbs/0157352_11938_5.jpg_100.jpeg,https://images.afw.com/images/thumbs/0157348_11938_6.jpg_100.jpeg,https://images.afw.com/images/thumbs/0157350_11938_7.jpg_100.jpeg,https://images.afw.com/images/thumbs/0157353_11938_8.jpg_100.jpeg,https://images.afw.com/images/thumbs/0157355_11938_9.jpg_100.jpeg",American Furniture Warehouse,Walnut,afw.com,23.75,22.5,17
"Avilla - 2-Drawer Nightstand, Fall Oak* D","BEDROOM STORAGE: Keep your books, eyeglasses and personal items organized and out of sight at your bedside with this elegant and practical nightstand.COTTAGE STYLE: The bedside nightstand features modern design and contrasting metal handles, with clean lines that will blend with any bedroom décor or furniture.LIFESTYLE FURNITURE: The nightstand’s 2 deep drawers are finished with a convenient open storage compartment for books above. Featuring grooves on the drawer fronts and molding on the front and sides adds up to this nightstand's charm.5-YEAR LIMITED WARRANTY: South Shore is proud to stand behind this 2-drawer nightstand - end table with storage with an exclusive 5-year limited warranty. Shop with confidence knowing your purchase is always covered.EASY ASSEMBLY INSTRUCTIONS: All products come with a clear assembly document that will guide you through all steps. If you have any questions during the assembly do not hesitate to contact South Shore Furniture for immediate support.This item it shipped in 1 boxClean with a dry cloth",Bedroom Furniture,Nightstands,Composite,229,11907,https://www.afw.com/avilla-2-drawer-nightstand-fall-oak-d,"https://images.afw.com/images/thumbs/0157532_11907_1.jpg_100.jpeg,https://images.afw.com/images/thumbs/0157529_11907_10.jpg_100.jpeg,https://images.afw.com/images/thumbs/0157525_11907_2.jpg_100.jpeg,https://images.afw.com/images/thumbs/0157524_11907_3.jpg_100.jpeg,https://images.afw.com/images/thumbs/0157523_11907_4.jpg_100.jpeg,https://images.afw.com/images/thumbs/0157526_11907_5.jpg_100.jpeg,https://images.afw.com/images/thumbs/0157527_11907_6.jpg_100.jpeg,https://images.afw.com/images/thumbs/0157528_11907_7.jpg_100.jpeg,https://images.afw.com/images/thumbs/0157530_11907_8.jpg_100.jpeg,https://images.afw.com/images/thumbs/0157531_11907_9.jpg_100.jpeg",American Furniture Warehouse,Walnut,afw.com,24.5,25,17.5
"Primo - 1-Drawer Nightstand, Rustic Oak *D","SLEEK BEDROOM STORAGE: Keep your personal items organized and out of sight at your bedside with this elegant and practical nightstand.MODERN DESIGN: This bedside nightstand with contemporary, clean lines and contrasting metal handles will blend with any bedroom décor or furniture.PRACTICAL FURNITURE: The nightstand features a deep drawer and an open, easy-access storage space which makes it convenient for storing books, glasses or any type of personal items you may need next to you in your bedroom.5-YEAR LIMITED WARRANTY: South Shore is proud to stand behind this 1-drawer nightstand - end table with storage with an exclusive 5-year limited warranty. Shop with confidence knowing your purchase is always covered.EASY ASSEMBLY INSTRUCTIONS: All products come with a clear assembly document that will guide you through all steps. If you have any questions during the assembly do not hesitate to contact South Shore Furniture for immediate support.This item it shipped in 1 boxClean with a dry cloth",Bedroom Furniture,Nightstands,,149,11310-SS,https://www.afw.com/primo-1-drawer-nightstand-rustic-oak-d,"https://images.afw.com/images/thumbs/0160977_11310_1.jpg_100.jpeg,https://images.afw.com/images/thumbs/0160983_11310_2.jpg_100.jpeg,https://images.afw.com/images/thumbs/0160984_11310_3.jpg_100.jpeg,https://images.afw.com/images/thumbs/0160978_11310_4.jpg_100.jpeg,https://images.afw.com/images/thumbs/0160980_11310_5.jpg_100.jpeg,https://images.afw.com/images/thumbs/0160979_11310_6.jpg_100.jpeg,https://images.afw.com/images/thumbs/0160982_11310_7.jpg_100.jpeg,https://images.afw.com/images/thumbs/0160986_11310_8.jpg_100.jpeg,https://images.afw.com/images/thumbs/0160981_11310_9.jpg_100.jpeg,https://images.afw.com/images/thumbs/0160985_11310_10.jpg_100.jpeg",American Furniture Warehouse,Light Wood,afw.com,22.25,19.75,17
"Vito - Nightstand Charging Station, Black *D","BUILT-IN CHARGING STATION: Slide a tray to conceal messy cords, keeping your devices charged and within easy reach inside this elegant bedroom cabinet.CONTEMPORARY STYLE: The nightstand features modern styling and sleek metal knobs that will complement any bedroom décor.SPACIOUS DRAWERS: Organize books, electronics, accessories and necessities within easy reach in your bedroom with the 2 smooth gliding drawers.5-YEAR LIMITED WARRANTY: South Shore is proud to stand behind this nightstand with charging station and drawers with an exclusive 5-year limited warranty. Shop with confidence knowing your purchase is always covered.EASY ASSEMBLY INSTRUCTIONS: All products come with a clear assembly document that will guide you through all steps. If you have any questions during the assembly do not hesitate to contact South Shore Furniture for immediate support.This item is shipped in 1 box, make sure to have a friend with youClean with a dry cloth",Bedroom Furniture,Nightstands,,229,3170060-SS,https://www.afw.com/vito-nightstand-charging-station-black-d,"https://images.afw.com/images/thumbs/0160661_3170060_1.jpg_100.jpeg,https://images.afw.com/images/thumbs/0160663_3170060_2.jpg_100.jpeg,https://images.afw.com/images/thumbs/0160669_3170060_3.jpg_100.jpeg,https://images.afw.com/images/thumbs/0160662_3170060_4.jpg_100.jpeg,https://images.afw.com/images/thumbs/0160666_3170060_5.jpg_100.jpeg,https://images.afw.com/images/thumbs/0160664_3170060_6.jpg_100.jpeg,https://images.afw.com/images/thumbs/0160665_3170060_7.jpg_100.jpeg,https://images.afw.com/images/thumbs/0160667_3170060_8.jpg_100.jpeg,https://images.afw.com/images/thumbs/0160668_3170060_9.jpg_100.jpeg,https://images.afw.com/images/thumbs/0160672_3170060_10.jpg_100.jpeg,https://images.afw.com/images/thumbs/0160671_3170060_11.jpg_100.jpeg,https://images.afw.com/images/thumbs/0160670_3170060_12.jpg_100.jpeg",American Furniture Warehouse,Black,afw.com,24.5,27.5,19.25
"Slendel - 1-Drawer Nightstand, Dark Wood *D","MID-CENTURY MODERN: This night table combines the Scandinavian and Mid-Century trends, for a clean, vintage look.1 DRAWER: The large drawer mounted on metal slides can hold all those small objects that need a storage space in your home.VERSATILE: Wherever you like it best – in the living room, the basement, or your bedroom – this piece will adapt and meet all your needs.1-year limited guarantee.",Bedroom Furniture,Nightstands,Composite,169,12666-SS,https://www.afw.com/slendel-nightstand,"https://images.afw.com/images/thumbs/0142707_12666_1.jpg_100.jpeg,https://images.afw.com/images/thumbs/0142706_12666.jpg_100.jpeg,https://images.afw.com/images/thumbs/0142708_12666_2.jpg_100.jpeg,https://images.afw.com/images/thumbs/0142713_12666_3.jpg_100.jpeg,https://images.afw.com/images/thumbs/0142709_12666_4.jpg_100.jpeg,https://images.afw.com/images/thumbs/0142710_12666_6.jpg_100.jpeg,https://images.afw.com/images/thumbs/0142711_12666_7.jpg_100.jpeg,https://images.afw.com/images/thumbs/0142712_12666_8.jpg_100.jpeg,https://images.afw.com/images/thumbs/0142714_12666_30.jpg_100.jpeg,https://images.afw.com/images/thumbs/0142715_12666_20.jpg_100.jpeg,https://images.afw.com/images/thumbs/0142716_12666_9.jpg_100.jpeg",American Furniture Warehouse,Brown/Espresso,afw.com,15.75,20.25,20
"Versa - 2-Drawer Nightstand, Rubbed Black* D","STORAGE ABUNDANCE: Keep your books, eyeglasses and personal items organized and out of sight at your bedside with this elegant and practical nightstand.TRADITIONAL STYLE: The bedside nightstand features classic design with luxurious lines that will blend with any bedroom décor or furniture.SPACIOUS FURNITURE: The nightstand features 2 deep drawers which make it convenient for storing books, glasses or personal items while the sturdy top provides plenty of space for things you need handy.5-YEAR LIMITED WARRANTY: South Shore is proud to stand behind this 2-drawer nightstand - end table with storage with an exclusive 5-year limited warranty. Shop with confidence knowing your purchase is always covered.EASY ASSEMBLY INSTRUCTIONS: All products come with a clear assembly document that will guide you through all steps. If you have any questions during the assembly do not hesitate to contact South Shore Furniture for immediate support.This item it shipped in 1 boxClean with a dry cloth",Bedroom Furniture,Nightstands,Composite,169,13113,https://www.afw.com/versa-2-drawer-nightstand-rubbed-black-d,"https://images.afw.com/images/thumbs/0157666_13113_1.jpg_100.jpeg,https://images.afw.com/images/thumbs/0157675_13113_10.jpg_100.jpeg,https://images.afw.com/images/thumbs/0157670_13113_2.jpg_100.jpeg,https://images.afw.com/images/thumbs/0157668_13113_3.jpg_100.jpeg,https://images.afw.com/images/thumbs/0157669_13113_4.jpg_100.jpeg,https://images.afw.com/images/thumbs/0157671_13113_5.jpg_100.jpeg,https://images.afw.com/images/thumbs/0157667_13113_6.jpg_100.jpeg,https://images.afw.com/images/thumbs/0157672_13113_7.jpg_100.jpeg,https://images.afw.com/images/thumbs/0157673_13113_8.jpg_100.jpeg,https://images.afw.com/images/thumbs/0157674_13113_9.jpg_100.jpeg",American Furniture Warehouse,Dark Wood,afw.com,23,25.25,17.75
"Tao - 2-Drawer Nightstand, Gray Oak *D","URBAN STYLE: Featuring clean and modern lines, simply framing, and unique drawer pulls, this nightstand will surely stand out.BEDSIDE STORAGE: Featuring 2 large drawers, this nightstand can fit all your bedside accessories, keeping your space clean and tidy.VERSATILE LOOK: Doubling as an end table, the urban design and strategic lines allow this piece fit in anywhere in your home.5-YEAR LIMITED WARRANTY: South Shore is proud to stand behind this 2-drawer nightstand - end table with storage with an exclusive 5-year limited warranty. Shop with confidence knowing your purchase is always covered.EASY ASSEMBLY INSTRUCTIONS: All products come with a clear assembly document that will guide you through all steps. If you have any questions during the assembly do not hesitate to contact South Shore Furniture for immediate support.This item it shipped in 1 boxClean with a dry cloth",Bedroom Furniture,Nightstands,,189,9025060-SS,https://www.afw.com/tao-2-drawer-nightstand-gray-oak-d,"https://images.afw.com/images/thumbs/0161626_9025060_1.jpg_100.jpeg,https://images.afw.com/images/thumbs/0161635_9025060_2.jpg_100.jpeg,https://images.afw.com/images/thumbs/0161634_9025060_3.jpg_100.jpeg,https://images.afw.com/images/thumbs/0161631_9025060_4.jpg_100.jpeg,https://images.afw.com/images/thumbs/0161628_9025060_5.jpg_100.jpeg,https://images.afw.com/images/thumbs/0161632_9025060_6.jpg_100.jpeg,https://images.afw.com/images/thumbs/0161629_9025060_7.jpg_100.jpeg,https://images.afw.com/images/thumbs/0161627_9025060_8.jpg_100.jpeg,https://images.afw.com/images/thumbs/0161630_9025060_9.jpg_100.jpeg,https://images.afw.com/images/thumbs/0161633_9025060_10.jpg_100.jpeg",American Furniture Warehouse,Gray,afw.com,23.75,22.5,17
"Prairie - 2-Drawer Nightstand, Winter Oak *D","SLIDING LOADING TRAY: The sliding surface reveals a hidden storage space, perfect for plugging in your electronics at night. Plus, with the built-in power bar, it's a snap!FARMHOUSE DETAILS: Traditional metal handles, a cut-out toe kick, and framing around each drawer make this nightstand a singular piece of farmhouse-style furniture.EFFICIENT STORAGE SOLUTION: In the 2 large drawers, keep your bedtime essentials: glasses, phone, book, and more! Plus, each drawer can support up to 25 lb!METAL DRAWER MECHANISM: The drawer slides are made of metal to ensure a silent glide.5-YEAR LIMITED WARRANTY: South Shore is proud to stand behind this 2-drawer nightstand with movable surface with an exclusive 5-year limited warranty. Shop with confidence knowing your purchase is always covered.EASY ASSEMBLY INSTRUCTIONS: All products come with a clear assembly document that will guide you through all steps. If you have any questions during the assembly do not hesitate to contact South Shore Furniture for immediate support.This item is shipped in 1 box, make sure to have a friend with youWipe with a dry cloth",Bedroom Furniture,Nightstands,Composite,279,14517,https://www.afw.com/prairie-2-drawer-nightstand-winter-oak-d-2,"https://images.afw.com/images/thumbs/0171695_14517_1.jpg_100.jpeg,https://images.afw.com/images/thumbs/0171696_14517_9.jpg_100.jpeg,https://images.afw.com/images/thumbs/0171697_14517_8.jpg_100.jpeg,https://images.afw.com/images/thumbs/0171698_14517_10.jpg_100.jpeg,https://images.afw.com/images/thumbs/0171699_14517_6.jpg_100.jpeg,https://images.afw.com/images/thumbs/0171700_14517_7.jpg_100.jpeg,https://images.afw.com/images/thumbs/0171701_14517_14.jpg_100.jpeg,https://images.afw.com/images/thumbs/0171702_14517_5.jpg_100.jpeg,https://images.afw.com/images/thumbs/0171703_14517_2.jpg_100.jpeg,https://images.afw.com/images/thumbs/0171704_14517_3.jpg_100.jpeg,https://images.afw.com/images/thumbs/0171705_14517_4.jpg_100.jpeg,https://images.afw.com/images/thumbs/0171706_14517_15.jpg_100.jpeg,https://images.afw.com/images/thumbs/0171707_14517_12.jpg_100.jpeg,https://images.afw.com/images/thumbs/0171708_14517_13.jpg_100.jpeg,https://images.afw.com/images/thumbs/0171709_14517_11.jpg_100.jpeg",American Furniture Warehouse,Light Wood,afw.com,23,27.75,17
"Prairie - 2-Drawer NightStand, Winter Oak *D","USEFUL TOP SURFACE: The top surface is great for putting down your book and glasses before you fall asleep. You can also add a light for ambiance.2 DRAWERS: Organize your lighter clothes in the two large drawers of this night stand. They’re mounted on metal slides, which makes them a joy to open and close.TRENDY FARMHOUSE STYLE: Choose a gentle, down-home style for your bedroom. The Farmhouse accents – for example, framed drawers and beautiful metal handles – are what set this table apart. It has a whole lot of charm!5-YEAR LIMITED WARRANTY: South Shore is proud to stand behind this 2-drawer nightstand with an exclusive 5-year limited warranty. Shop with confidence knowing your purchase is always covered.EASY ASSEMBLY INSTRUCTIONS: All products come with a clear assembly document that will guide you through all steps. If you have any questions during the assembly do not hesitate to contact South Shore Furniture for immediate support.This item it shipped in 1 boxWipe with a dry cloth",Bedroom Furniture,Nightstands,,209,14318,https://www.afw.com/prairie-2-drawer-nightstand-winter-oak-d,"https://images.afw.com/images/thumbs/0163403_14318_1.jpg_100.jpeg,https://images.afw.com/images/thumbs/0163413_14318_2.jpg_100.jpeg,https://images.afw.com/images/thumbs/0163411_14318_5.jpg_100.jpeg,https://images.afw.com/images/thumbs/0163412_14318_6.jpg_100.jpeg,https://images.afw.com/images/thumbs/0163414_14318_3.jpg_100.jpeg,https://images.afw.com/images/thumbs/0163410_14318_4.jpg_100.jpeg,https://images.afw.com/images/thumbs/0163407_14318_7.jpg_100.jpeg,https://images.afw.com/images/thumbs/0163405_14318_8.jpg_100.jpeg,https://images.afw.com/images/thumbs/0163408_14318_9.jpg_100.jpeg,https://images.afw.com/images/thumbs/0163406_14318_10.jpg_100.jpeg,https://images.afw.com/images/thumbs/0163404_14318_11.jpg_100.jpeg,https://images.afw.com/images/thumbs/0163409_14318_12.jpg_100.jpeg",American Furniture Warehouse,White,afw.com,23,25,17
"Prairie - 2-Drawer Nightstand, Gray Maple *D","SLIDING LOADING TRAY: The sliding surface reveals a hidden storage space, perfect for plugging in your electronics at night. Plus, with the built-in power bar, it's a snap!FARMHOUSE DETAILS: Traditional metal handles, a cut-out toe kick, and framing around each drawer make this nightstand a singular piece of farmhouse-style furniture.EFFICIENT STORAGE SOLUTION: In the 2 large drawers, keep your bedtime essentials: glasses, phone, book, and more! Plus, each drawer can support up to 25 lb!METAL DRAWER MECHANISM: The drawer slides are made of metal to ensure a silent glide.5-YEAR LIMITED WARRANTY: South Shore is proud to stand behind this 2-drawer nightstand with movable surface with an exclusive 5-year limited warranty. Shop with confidence knowing your purchase is always covered.EASY ASSEMBLY INSTRUCTIONS: All products come with a clear assembly document that will guide you through all steps. If you have any questions during the assembly do not hesitate to contact South Shore Furniture for immediate support.This item is shipped in 1 box, make sure to have a friend with youWipe with a dry cloth",Bedroom Furniture,Nightstands,Composite,279,14509,https://www.afw.com/prairie-2-drawer-nightstand-gray-maple-d-2,"https://images.afw.com/images/thumbs/0171680_14509_1.jpg_100.jpeg,https://images.afw.com/images/thumbs/0171681_14509_10.jpg_100.jpeg,https://images.afw.com/images/thumbs/0171682_14509_6.jpg_100.jpeg,https://images.afw.com/images/thumbs/0171683_14509_8.jpg_100.jpeg,https://images.afw.com/images/thumbs/0171684_14509_9.jpg_100.jpeg,https://images.afw.com/images/thumbs/0171685_14509_7.jpg_100.jpeg,https://images.afw.com/images/thumbs/0171686_14509_2.jpg_100.jpeg,https://images.afw.com/images/thumbs/0171687_14509_14.jpg_100.jpeg,https://images.afw.com/images/thumbs/0171688_14509_5.jpg_100.jpeg,https://images.afw.com/images/thumbs/0171689_14509_3.jpg_100.jpeg,https://images.afw.com/images/thumbs/0171690_14509_4.jpg_100.jpeg,https://images.afw.com/images/thumbs/0171691_14509_15.jpg_100.jpeg,https://images.afw.com/images/thumbs/0171692_14509_13.jpg_100.jpeg,https://images.afw.com/images/thumbs/0171693_14509_12.jpg_100.jpeg,https://images.afw.com/images/thumbs/0171694_14509_11.jpg_100.jpeg",American Furniture Warehouse,Gray,afw.com,23,27.75,17
